angDist,AllWISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,e_Jmag,e_Hmag,e_Kmag,ID,ccf,ex,var,qph,pmRA,e_pmRA,pmDE,e_pmDE,d2M,_RAJ2000,_DEJ2000,Name,f_Name,RAJ2000,DEJ2000,SpT,T*,R*,Td1,Rd1,Tdt2,Rd2,Tau,Dist,f_Dist,IRS?,TYC,WISEA,Simbad
0.055281,J161221.82-193444.8,243.0909560,-19.5791263,0.0327,0.0317,162.2,7.036,7.018,6.732,5.684,7.174,7.171,7.071,0.047,0.021,0.015,0.042,0.024,0.057,0.029,2432019701351028694,0000,0,0110,AAAA,193,47,3,38,0.299,243.0909583,-19.5791111,HD 145554,,16 12 21.83,-19 34 44.8,B9V,7530,2.15,400,1.7,150,12.61,8.77,140.44,,Y,TYC,WISEA,Simbad
0.036784,J161244.09-193010.6,243.1837482,-19.5029545,0.0360,0.0339,161.5,6.959,6.921,6.814,6.138,7.051,7.050,6.941,0.061,0.021,0.018,0.065,0.018,0.049,0.024,2432019701351039293,0000,0,1000,AAAA,109,42,-18,125,0.422,243.18375,-19.5029444,HD 145631,,16 12 44.10,-19 30 10.6,B9V,7430,2.13,200,6.8,,,1.18,131.75,,Y,TYC,WISEA,Simbad
0.061094,J161334.31-454903.8,243.3929931,-45.8177385,0.0306,0.0286,171.7,7.689,7.720,7.656,5.426,8.021,7.851,7.792,0.024,0.017,0.015,0.035,0.029,0.046,0.024,2428045501351020710,hh00,0,nnnn,AAAA,-120,34,-217,34,0.296,243.393,-45.8177222,HD 145560,,16 13 34.32,-45 49 03.8,F5V,6460,1.58,400,0.9,80,24.05,38.21,133.69,,Y,TYC,WISEA,Simbad
2.013578,J161457.88-393741.6,243.7411767,-39.6282330,0.0336,0.0297,162.6,5.646,6.212,6.232,4.722,6.996,6.853,6.668,0.075,0.022,0.016,0.034,0.026,0.040,0.038,2438039401351018987,hh00,1,3n10,AAAA,-846,83,-328,75,1.836,243.7407083,-39.6278056,HD 145880,,16 14 57.77,-39 37 40.1,B9.5V,8090,2.16,200,8.2,75,58.61,13.1,127.87,,Y,TYC,WISEA,Simbad
0.087040,J161459.17-275023.1,243.7465584,-27.8397691,0.0353,0.0332,157.0,8.609,8.643,8.540,7.891,9.334,8.800,8.686,0.023,0.019,0.029,0.237,0.021,0.040,0.022,2433027301351002050,0000,0,100n,AAAB,-55,40,-5,38,0.197,243.7465417,-27.83975,2MASS J16145918-2750230,,16 14 59.17,-27 50 23.1,K0IV(e),5070,1.11,230,1.2,,,4.56,125.0,a,N,TYC,WISEA,Simbad
0.533039,J161603.81-490429.7,244.0158792,-49.0749307,0.0372,0.0354,171.7,7.436,7.487,7.503,6.531,7.774,7.648,7.605,0.028,0.020,0.028,0.094,0.021,0.029,0.026,2429048501351000067,0hhh,1,2210,AAAA,246,92,-40,50,0.470,244.016,-49.0748056,HD 145972,,16 16 03.84,-49 04 29.3,F0V,6910,1.61,200,4.4,,,1.97,127.38,,Y,TYC,WISEA,Simbad
0.064425,J161628.35-384412.6,244.1181456,-38.7368412,0.0343,0.0320,163.1,8.016,8.039,7.916,6.009,8.275,8.061,8.065,0.024,0.020,0.021,0.047,0.018,0.038,0.016,2438039401351056288,0000,0,0011,AAAA,21,38,51,39,0.435,244.118125,-38.7368333,HD 146181,,16 16 28.35,-38 44 12.6,F6V,6450,1.53,350,1.2,80,23.26,29.73,146.19,,Y,TYC,WISEA,Simbad
0.077173,J161705.32-675629.3,244.2721970,-67.9414932,0.0357,0.0322,130.0,5.611,5.495,5.602,5.320,5.768,5.684,5.657,0.130,0.036,0.014,0.030,0.034,0.046,0.020,2452068201351044596,hh00,0,1422,BAAA,13,46,138,44,0.934,244.2722083,-67.9414722,HD 145689,,16 17 05.33,-67 56 29.3,A4IV-V,8150,1.46,250,3.6,50,90.67,0.79,52.21,,Y,TYC,WISEA,Simbad
0.104227,J161737.12-471603.8,244.4047040,-47.2677232,0.0348,0.0327,165.3,8.755,8.839,8.360,6.984,9.529,8.974,8.916,0.021,0.019,0.035,0.114,0.028,0.021,0.023,2443047001351018275,0h00,0,2110,AAAB,106,37,-162,36,0.630,244.4047083,-47.2676944,TYC8315-123-1,,16 17 37.13,-47 16 03.7,:K0,5250,0.77,220,1.0,,,18.4,99.9,a,N,TYC,WISEA,Simbad
0.049872,J161816.15-280230.3,244.5673074,-28.0417768,0.0310,0.0299,168.3,7.051,7.079,6.872,5.921,7.029,7.101,7.041,0.043,0.019,0.016,0.050,0.024,0.027,0.020,2451028801351057010,0000,0,0000,AAAA,11,45,82,37,0.365,244.5672917,-28.0417778,HD 146606,,16 18 16.15,-28 02 30.4,A0V,9300,1.8,190,10.0,,,1.1,129.36,,Y,TYC,WISEA,Simbad
0.045750,J161817.88-283651.5,244.5745347,-28.6143167,0.0502,0.0450,90.8,4.785,4.622,4.810,4.580,4.855,4.939,4.739,0.179,0.080,0.015,0.029,0.037,0.076,0.018,2451028801351038413,0000,0,0100,BAAA,626,57,-367,59,1.254,244.5745417,-28.6143056,d Sco,,16 18 17.89,-28 36 51.5,A1Va,9460,1.6,280,4.2,,,0.21,41.28,,Y,TYC,WISEA,Simbad
0.094428,J161929.23-212413.4,244.8718035,-21.4037460,0.0324,0.0309,175.9,7.757,7.758,7.460,4.285,8.062,7.854,7.800,0.026,0.020,0.018,0.024,0.019,0.031,0.024,2453021301351012070,0000,0,0000,AAAA,-22,38,-51,36,0.240,244.8717917,-21.4037222,HD 146897,b,16 19 29.23,-21 24 13.4,F2/F3V,6280,1.46,130,7.9,75,23.82,142.14,122.69,,N,TYC,WISEA,Simbad
0.071056,J162050.22-223538.8,245.2092665,-22.5941236,0.0330,0.0318,169.3,7.724,7.728,7.586,6.230,8.032,7.904,7.785,0.029,0.020,0.019,0.071,0.023,0.042,0.017,2459022801351017897,0000,0,0000,AAAA,-58,38,55,35,0.119,245.20925,-22.5941111,HD 147137,,16 20 50.22,-22 35 38.8,A9V,6390,1.66,170,5.4,50,63.14,12.63,139.08,,Y,TYC,WISEA,Simbad
0.047527,J162119.18-234228.9,245.3299289,-23.7080349,0.0378,0.0367,25.6,6.386,6.286,5.670,3.923,6.565,6.506,6.418,0.057,0.024,0.016,0.028,0.039,0.029,0.021,2460024301351026317,0000,0,1100,AAAA,258,45,50,45,0.195,245.3299167,-23.7080278,HD 147196,,16 21 19.18,-23 42 28.9,B6/B7V,7260,3.28,210,9.1,,,9.362,150.6,,N,TYC,WISEA,Simbad
0.036600,J162353.84-294640.3,245.9743736,-29.7778712,0.0330,0.0309,173.6,7.609,7.612,7.553,7.134,8.033,7.792,7.651,0.030,0.019,0.020,0.123,0.023,0.053,0.020,2452030301351054914,0000,1,0300,AAAB,-136,43,111,36,0.204,245.974375,-29.7778611,HD 147594,,16 23 53.85,-29 46 40.3,G3IV,5910,1.85,240,2.6,,,1.94,142.04,,Y,TYC,WISEA,Simbad
0.285899,J162458.29-483605.2,246.2428851,-48.6014491,0.0375,0.0362,161.1,7.246,7.314,7.140,5.802,7.671,7.548,7.483,0.030,0.021,0.026,0.114,0.021,0.034,0.024,2452048501351025192,0odD,1,301n,AAAB,-109,41,14,38,0.613,246.243,-48.6014722,TYC8316-4073-1,,16 24 58.32,-48 36 05.3,F0V,6950,1.45,180,5.0,,,4.93,108.22,a,N,TYC,WISEA,Simbad
0.026431,J162948.68-215212.0,247.4528672,-21.8700269,0.0328,0.0319,179.8,7.606,7.618,7.551,7.057,8.677,8.003,7.756,0.026,0.020,0.018,0.164,0.026,0.036,0.024,2469021301351002534,h000,0,2100,AAAB,-151,45,-50,39,0.228,247.452875,-21.8700278,V2505 Oph,,16 29 48.69,-21 52 12.1,K2IVe,3920,2.17,70,15.8,,,5.83,125.0,a,Y,TYC,WISEA,Simbad
0.089031,J163118.02+794722.4,247.8250961,+79.7895802,0.0378,0.0364,174.1,5.555,5.390,5.554,5.447,5.890,5.639,5.565,0.146,0.041,0.014,0.031,0.032,0.016,0.016,2511180201351012648,0000,0,0520,BAAA,762,29,740,29,1.332,247.8250833,79.7895556,HD 150706,,16 31 18.02,+79 47 22.4,G3V,5940,0.96,350,0.6,55,26.12,1.47,28.22,,Y,TYC,WISEA,Simbad
0.039247,J164038.68+041310.8,250.1611974,+4.2196933,0.0423,0.0399,20.1,5.824,5.712,5.792,5.340,5.748,5.788,5.736,0.136,0.056,0.014,0.036,0.029,0.033,0.024,2506104501351013449,hh00,1,0211,BAAA,333,48,-537,44,0.388,250.1612083,4.2196944,37 Her,,16 40 38.69,+04 13 10.9,A1V,9290,2.28,190,12.7,50,183.62,1.82,90.0,,Y,TYC,WISEA,Simbad
0.053196,J164136.72+265500.4,250.4030153,+26.9167836,0.0490,0.0455,65.2,4.910,4.684,4.907,4.842,5.141,4.938,4.859,0.194,0.099,0.014,0.026,0.032,0.024,0.020,2501127201351020570,0000,0,0211,BAAA,1194,51,-72,52,0.475,250.403,26.9167778,39 Her,,16 41 36.72,+26 55 00.4,F3V,6580,1.94,55,64.8,,,0.11,43.74,,Y,TYC,WISEA,Simbad
0.133515,J164219.22-363920.5,250.5801045,-36.6556997,0.0344,0.0327,162.7,8.436,8.425,8.307,7.210,8.948,8.638,8.526,0.023,0.019,0.027,0.109,0.021,0.038,0.023,2499036401351023962,hh00,1,1100,AAAA,-103,39,-39,40,0.637,250.5800833,-36.6556667,TYC7358-263-1,,16 42 19.22,-36 39 20.4,:G7,5560,0.84,200,1.5,,,7.54,95.99,a,N,TYC,WISEA,Simbad
0.075174,J164227.97+495610.1,250.6165558,+49.9361577,0.0412,0.0408,135.0,5.168,4.994,5.166,5.023,5.441,5.169,5.146,0.122,0.059,0.015,0.028,0.035,0.026,0.017,2508149901351030664,0000,0,1300,BAAA,148,72,-262,106,2.251,250.6165417,49.9361389,HD 151044,,16 42 27.97,+49 56 10.1,F8V,6160,1.17,60,28.9,,,1.83,29.33,,Y,TYC,WISEA,Simbad
0.401391,J164318.66-140205.7,250.8277838,-14.0349290,0.0333,0.0326,155.9,6.681,6.680,6.564,5.866,7.027,6.890,6.754,0.068,0.022,0.015,0.058,0.023,0.040,0.017,2513013701351012490,0000,0,0111,AAAA,202,40,27,38,0.564,250.827875,-14.0348611,HD 150697,,16 43 18.69,-14 02 05.5,F3V,6170,2.58,140,11.6,,,2.3,133.51,,Y,TYC,WISEA,Simbad
0.083548,J164747.32-195232.1,251.9471967,-19.8756038,0.0341,0.0315,176.1,7.760,7.787,7.729,6.864,8.057,7.887,7.800,0.028,0.020,0.019,0.093,0.027,0.036,0.029,2512019701351023294,0000,0,0011,AAAA,-36,38,-75,35,0.248,251.9472083,-19.8755833,HD 151376,,16 47 47.33,-19 52 32.1,F2/F3V,6330,1.6,300,1.6,120,10.39,5.07,135.68,,Y,TYC,WISEA,Simbad
0.084466,J165257.98+314206.1,253.2416021,+31.7017116,0.0528,0.0490,91.8,4.570,4.323,4.524,4.303,4.650,4.536,4.556,0.207,0.141,0.015,0.029,0.037,0.036,0.018,2541131801351036691,0000,0,0011,BBAA,-35,53,1132,56,1.469,253.2415833,31.7016944,53 Her,,16 52 57.98,+31 42 06.1,F0V,6990,1.49,180,5.2,,,0.42,29.18,,Y,TYC,WISEA,Simbad
2.668795,J165602.10+650805.8,254.0087523,+65.1349572,0.0500,0.0463,30.5,3.569,3.322,3.602,3.548,4.020,3.830,3.736,0.468,0.336,0.015,0.019,0.312,0.228,0.292,2551165101351035920,0hp0,1,0110,CBAA,1100,33,222,32,2.518,254.0070417,65.1347778,h Dra,,16 56 01.69,+65 08 05.2,F8V,6340,1.18,240,1.9,35,90.17,0.59,15.25,,N,TYC,WISEA,Simbad
0.067825,J170006.28-543550.5,255.0261706,-54.5973798,0.0512,0.0472,103.7,5.217,5.051,5.209,4.846,5.322,5.256,5.186,0.186,0.081,0.016,0.034,0.026,0.042,0.023,2553054601351037444,hhd0,0,1211,BAAA,184,55,122,57,0.805,255.0261667,-54.5973611,HD 153053,,17 00 06.28,-54 35 50.5,A5IV-V,7820,1.82,160,10.1,50,104.1,1.31,51.81,,Y,TYC,WISEA,Simbad
0.056994,J170016.14-462441.1,255.0672702,-46.4114243,0.0351,0.0329,151.3,8.089,8.159,7.830,6.475,8.865,8.340,8.205,0.022,0.019,0.029,0.076,0.030,0.040,0.027,2552047001351056822,0h00,0,2110,AAAA,-20,45,-108,46,0.604,255.06725,-46.4114167,TYC8327-1661-1,,17 00 16.14,-46 24 41.1,:K5,4650,0.66,190,0.9,,,18.29,56.89,a,N,TYC,WISEA,Simbad
0.060712,J172050.60-452515.3,260.2108533,-45.4209351,0.0303,0.0292,163.3,6.975,6.895,5.684,2.804,7.089,7.109,7.010,0.053,0.020,0.015,0.018,0.024,0.024,0.024,2598045501351029586,0h00,0,1111,AAAA,-57,35,90,46,0.459,260.2108333,-45.4209444,TYC8341-414-1,,17 20 50.60,-45 25 15.4,A0V,8390,1.73,190,7.8,90,35.17,78.45,118.34,,N,TYC,WISEA,Simbad
0.031070,J172406.56+225736.7,261.0273416,+22.9601984,0.0459,0.0424,92.8,5.178,5.028,5.167,4.018,5.244,5.215,5.180,0.177,0.074,0.015,0.024,0.018,0.023,0.018,2606122701351047090,0000,0,1300,BAAA,513,48,-219,49,0.590,261.0273333,22.9601944,73 Her,,17 24 06.56,+22 57 36.7,A7V,7590,1.55,200,5.1,90,25.67,4.66,42.69,,Y,TYC,WISEA,Simbad
0.139950,J172452.23-185133.5,261.2176653,-18.8593131,0.0334,0.0317,143.9,7.277,7.307,7.250,5.294,7.570,7.366,7.290,0.029,0.019,0.018,0.036,0.024,0.031,0.024,2616018201351007803,0000,0,2100,AAAA,56,57,-95,42,0.328,261.217625,-18.8593056,HD 157587,,17 24 52.23,-18 51 33.5,F5V,6370,1.58,80,23.4,,,35.37,107.41,,N,TYC,WISEA,Simbad
0.059359,J172515.33-403201.1,261.3138951,-40.5336451,0.0370,0.0341,167.5,8.185,8.225,8.008,7.169,8.631,8.335,8.255,0.023,0.020,0.027,0.112,0.021,0.047,0.034,2611040901351046706,0000,0,1100,AAAB,25,40,-72,38,0.318,261.313875,-40.5336389,HD 323410,,17 25 15.33,-40 32 01.1,:G2,5920,0.97,215,1.7,,,4.7,98.4,a,N,TYC,WISEA,Simbad
0.019210,J172541.32+600254.5,261.4221977,+60.0484729,0.0616,0.0506,156.5,8.568,5.375,5.527,5.322,5.493,5.528,5.498,,0.063,0.021,0.031,0.019,0.023,0.018,2610160501351002300,0000,0,n300,UAAA,-233,35,-88,34,0.385,261.4222083,60.0484722,HR 6511,,17 25 41.33,+60 02 54.5,A1V,8860,2.8,110,42.3,,,0.12,96.89,,Y,TYC,WISEA,Simbad
0.065481,J172849.61+001950.3,262.2067120,+0.3306567,0.0497,0.0453,60.9,4.777,4.572,4.802,4.599,4.813,4.883,4.805,0.182,0.106,0.014,0.028,0.037,0.018,0.021,2616100001351051053,hh00,0,0100,BAAA,71,60,-522,62,0.734,262.2067083,0.3306389,HD 158352,,17 28 49.61,+00 19 50.3,A8V,7400,2.6,60,92.2,,,0.95,59.63,,Y,TYC,WISEA,Simbad
0.226765,J173149.58+282427.2,262.9566056,+28.4075599,0.0416,0.0397,16.9,5.663,5.527,5.639,5.255,5.626,5.661,5.642,0.145,0.052,0.015,0.028,0.039,0.061,0.031,2622128701351023341,0000,0,0300,BAAA,294,40,-215,38,0.225,262.9565833,28.4075,78 Her,,17 31 49.58,+28 24 27.0,A1V,9280,2.19,75,78.2,30,489.02,6.14,82.03,,N,TYC,WISEA,Simbad
0.282562,J173214.87+115548.3,263.0619879,+11.9301054,0.0343,0.0328,30.5,6.308,6.273,6.296,5.574,6.334,6.337,6.305,0.089,0.026,0.015,0.046,0.020,0.040,0.026,2626112101351021502,0000,0,0100,AAAA,152,39,83,36,0.131,263.062,11.9300278,HR 6532,,17 32 14.88,+11 55 48.1,B9.5V,8950,2.7,170,17.4,35,410.85,14.82,135.31,,N,TYC,WISEA,Simbad
0.045703,J173329.81-054442.3,263.3742189,-5.7450903,0.0483,0.0460,96.7,5.267,4.991,5.134,4.777,5.253,5.251,5.139,0.107,0.087,0.016,0.030,0.026,0.034,0.015,2627006101351051394,0000,0,4100,AAAA,-222,58,-158,58,1.202,263.3742083,-5.7450833,HD 159170,,17 33 29.81,-05 44 42.3,A4III-IV,7840,1.72,160,9.6,,,0.43,48.09,,Y,TYC,WISEA,Simbad
0.068148,J173805.46-543003.1,264.5227900,-54.5008800,0.0499,0.0430,100.2,4.823,4.601,4.753,3.922,4.920,4.866,4.780,0.181,0.107,0.014,0.025,0.017,0.033,0.023,2655054601351041445,0000,0,0000,BAAA,487,49,-228,54,1.768,264.5227917,-54.5008611,HD 159492,,17 38 05.47,-54 30 03.1,A5IV/V,7830,1.88,170,9.2,90,33.16,2.34,44.56,,Y,TYC,WISEA,Simbad
0.063296,J174023.93-492458.2,265.0997185,-49.4161830,0.0559,0.0495,100.6,3.723,3.333,3.738,3.641,4.021,3.702,3.830,0.357,0.269,0.016,0.026,0.282,0.218,0.294,2647050001351059249,HHH0,1,nnn0,CBAA,-258,51,-1377,56,2.507,265.0997083,-49.4161667,lam Ara,,17 40 23.93,-49 24 58.2,F4V,6570,1.61,50,64.9,,,0.04,21.45,,N,TYC,WISEA,Simbad
0.096621,J174230.35-284455.9,265.6264820,-28.7488719,0.0404,0.0383,5.2,7.153,7.248,7.132,5.106,7.787,7.446,7.321,0.032,0.021,0.033,0.058,0.024,0.031,0.021,2657028801351033012,00o0,0,2133,AAAA,-172,47,-138,42,0.453,265.6264583,-28.7488889,V2384 Oph,,17 42 30.35,-28 44 56.0,G5V,5760,1.22,125,6.0,,,18.85,78.0,,N,TYC,WISEA,Simbad
0.164939,J174445.31-395054.6,266.1887960,-39.8485179,0.0347,0.0325,6.1,7.577,7.545,7.134,5.562,7.836,7.686,7.645,0.027,0.021,0.018,0.042,0.029,0.031,0.021,2670039401351011054,0000,0,0110,AAAA,-30,41,-36,41,0.179,266.1887917,-39.8484722,TYC7889-407-1,,17 44 45.31,-39 50 54.5,F0V,6720,1.42,195,3.9,,,9.0,114.54,,N,TYC,WISEA,Simbad
0.064431,J174753.54+024225.3,266.9731181,+2.7070443,0.0528,0.0467,97.6,3.677,3.356,3.646,3.118,3.587,3.661,3.622,0.412,0.247,0.016,0.020,0.230,0.206,0.232,2662103001351024783,0h00,0,0000,CBAA,106,51,-709,55,0.873,266.973125,2.7070278,gam Oph,,17 47 53.55,+02 42 25.3,A1V,8920,2.13,85,54.6,,,1.02,31.51,,Y,TYC,WISEA,Simbad
0.074776,J175314.09+060605.7,268.3087431,+6.1016029,0.0492,0.0460,86.2,4.737,4.453,4.717,4.576,5.207,4.826,4.705,0.237,0.101,0.014,0.024,0.222,0.031,0.026,2688106001351038016,0000,0,1211,BAAA,-74,48,-178,51,1.249,268.30875,6.1015833,HD 162917,,17 53 14.10,+06 06 05.7,F4IV-V,6620,1.44,150,6.5,50,58.97,2.96,31.12,,N,TYC,WISEA,Simbad
0.023523,J175620.01+623637.2,269.0833890,+62.6103343,0.0343,0.0327,0.4,6.202,6.136,6.211,6.178,6.540,6.268,6.222,0.097,0.032,0.015,0.037,0.023,0.018,0.017,2684162001351053275,hh00,0,4400,AAAA,131,24,161,23,1.105,269.083375,62.6103333,HD 164330,,17 56 20.01,+62 36 37.2,:G2,5900,1.93,40,98.0,,,10.09,76.56,,N,TYC,WISEA,Simbad
0.009123,J180230.72+583738.4,270.6280043,+58.6273345,0.0336,0.0319,12.1,6.575,6.547,6.584,6.101,6.637,6.626,6.584,0.075,0.023,0.015,0.037,0.046,0.033,0.027,2707159001351017779,0000,0,2300,AAAA,14,27,17,26,0.260,270.628,58.6273333,HD 165459,,18 02 30.72,+58 37 38.4,A1V,8200,1.62,95,28.2,,,0.6,88.8,,Y,TYC,WISEA,Simbad
0.044625,J180303.56-513856.9,270.7648532,-51.6491659,0.0326,0.0315,143.2,5.758,5.703,5.799,4.940,6.159,6.022,5.913,0.121,0.035,0.013,0.031,0.019,0.031,0.020,2717051501351014160,0000,1,0421,BAAA,1826,38,-126,36,1.542,270.7648333,-51.6491667,HD 164249,,18 03 03.56,-51 38 57.0,F6V,6450,1.35,85,18.1,,,7.93,48.14,,Y,TYC,WISEA,Simbad
0.026910,J180701.51+303344.4,271.7563252,+30.5623361,0.0520,0.0452,97.9,3.587,3.263,3.578,3.552,3.459,3.242,3.107,0.358,0.295,0.015,0.022,0.198,0.190,0.230,2713130201351048846,hh00,0,1100,CBAA,491,48,184,54,1.326,271.7563333,30.5623333,b Her,,18 07 01.52,+30 33 44.4,F7V,6100,1.25,50,43.4,,,0.15,15.64,,N,TYC,WISEA,Simbad
0.676613,J181410.48-324735.0,273.5436900,-32.7930819,0.0305,0.0299,159.0,7.140,7.096,4.966,1.930,8.071,7.435,7.249,0.049,0.021,0.015,0.015,0.023,0.051,0.020,2735033401351060332,0000,0,1100,AAAA,-31,373,-78,100,0.701,273.5435833,-32.7929167,V4046 Sgr,,18 14 10.46,-32 47 34.5,:K6,4310,0.59,200,0.6,80,4.04,1649.96,30.67,a,N,TYC,WISEA,Simbad
0.294380,J181853.34-110037.4,274.7222543,-11.0104148,0.0372,0.0345,177.7,7.171,7.272,7.115,6.576,7.768,7.463,7.381,0.027,0.020,0.031,0.092,0.021,0.038,0.023,2753010701351012726,0000,0,2110,AAAA,134,38,-32,36,0.726,274.7223333,-11.0103889,HD 168161,,18 18 53.36,-11 00 37.4,:G5,5710,0.89,275,1.0,,,0.07,58.31,a,N,TYC,WISEA,Simbad
0.031779,J181908.03+713104.2,274.7834952,+71.5178420,0.0372,0.0327,166.6,5.708,5.523,5.500,4.757,5.852,5.704,5.619,0.077,0.038,0.015,0.024,0.024,0.040,0.024,2745171101351041975,0h00,0,3320,AAAA,228,46,-103,44,0.797,274.7835,71.5178333,HD 169666,,18 19 08.04,+71 31 04.2,F2V,6540,1.68,180,5.1,,,2.11,53.21,,Y,TYC,WISEA,Simbad
0.683389,J182149.77-115522.2,275.4573827,-11.9228536,0.0405,0.0388,2.6,5.766,6.213,6.256,5.632,6.679,6.329,6.253,0.069,0.024,0.022,0.063,0.034,0.029,0.024,2750012201351045269,hh00,1,4200,AAAA,96,38,-134,37,0.790,275.4574167,-11.9226667,HD 168746,,18 21 49.78,-11 55 21.6,:G5,5690,1.06,450,0.4,80,12.51,7.63,42.73,,Y,TYC,WISEA,Simbad
0.154917,J182930.49-020215.7,277.3770452,-2.0377096,0.0363,0.0352,4.2,8.456,8.464,8.220,6.880,8.928,8.656,8.564,0.023,0.021,0.032,0.106,0.021,0.021,0.022,2768001601351000026,dd00,0,1111,AAAA,56,40,153,44,0.383,277.3770417,-2.0376667,TYC5103-27-1,,18 29 30.49,-02 02 15.6,:G6,5570,0.85,195,9.9,,,0.56,94.96,a,N,TYC,WISEA,Simbad
0.094071,J183301.00-395332.1,278.2541821,-39.8922733,0.0439,0.0394,109.1,5.206,5.053,5.224,5.082,5.420,5.282,5.195,0.135,0.052,0.014,0.034,0.030,0.042,0.018,2787039401351008742,0000,0,0300,BAAA,495,51,-480,52,1.430,278.2541667,-39.89225,HR 6948,,18 33 01.00,-39 53 32.1,F5V,6590,1.42,45,70.9,,,4.39,36.98,,Y,TYC,WISEA,Simbad
0.128246,J183637.54+482609.9,279.1564178,+48.4361033,0.0348,0.0326,10.9,9.245,9.303,9.017,8.236,9.827,9.381,9.308,0.023,0.020,0.023,0.167,0.021,0.018,0.013,2789148401351031458,0000,0,100n,AAAB,18,29,-24,29,0.792,279.1564167,48.4361389,TYC3531-1441-1,,18 36 37.54,+48 26 10.1,:K1,5230,0.77,270,0.6,,,8.35,120.12,a,N,TYC,WISEA,Simbad
0.030154,J183656.51+384704.4,279.2354900,+38.7845586,0.0551,0.0455,10.8,-2.034,-2.082,0.017,-0.157,,,,,,0.068,0.007,,,,2787139301351002410,hh00,0,nn36,UUAA,88,57,1579,44,,279.2355,38.7845556,Vega,,18 36 56.52,+38 47 04.4,A0V,9040,2.84,95,59.9,,,0.31,7.67,,N,TYC,WISEA,Simbad
0.030922,J184526.93-645218.1,281.3622363,-64.8717007,0.0491,0.0445,103.5,4.335,4.065,3.624,2.355,4.382,4.251,4.298,0.247,0.166,0.015,0.022,0.260,0.212,0.031,2831065201351041056,hh00,0,0000,BBAA,-563,56,-292,60,1.614,281.36225,-64.8716944,HD 172555,,18 45 26.94,-64 52 18.1,A7V,7670,1.56,285,2.6,,,7.72,28.54,,N,TYC,WISEA,Simbad
0.065727,J185305.88-501050.8,283.2745322,-50.1807950,0.0354,0.0340,178.8,6.294,6.247,6.275,6.257,6.856,6.486,6.366,0.098,0.027,0.015,0.052,0.021,0.049,0.024,2833050001351018908,0000,0,0200,AAAA,112,39,-19,37,0.911,283.2745417,-50.1807778,PZ Tel,,18 53 05.89,-50 10 50.8,G9IV,5270,1.27,300,0.9,40,51.37,3.21,51.49,,Y,TYC,WISEA,Simbad
0.091550,J190306.94-420542.9,285.7789332,-42.0952723,0.0503,0.0464,54.0,4.794,4.526,4.723,3.792,4.717,4.960,4.753,0.210,0.098,0.015,0.025,0.208,0.076,0.020,2851042501351049603,0000,0,0000,BAAA,21,61,570,63,0.955,285.7789167,-42.09525,zet CrA,,19 03 06.94,-42 05 42.9,B9.5V,9630,2.32,115,37.9,,,1.02,59.2,,N,TYC,WISEA,Simbad
0.022921,J190619.99-522028.3,286.5832963,-52.3412001,0.0499,0.0468,91.6,3.811,3.446,3.796,3.751,4.438,4.000,4.060,0.346,0.271,0.014,0.025,0.310,0.216,0.238,2860053101351056750,0000,1,0010,BBAA,-63,58,212,61,1.030,286.5832917,-52.3411944,rho Tel,,19 06 19.99,-52 20 28.3,F7V,6290,3.89,170,12.4,,,0.36,56.72,,Y,TYC,WISEA,Simbad
0.046470,J190928.42-375417.3,287.3684330,-37.9048322,0.0528,0.0480,73.1,4.026,3.594,3.974,3.695,4.094,3.915,4.049,0.265,0.179,0.015,0.026,0.262,0.252,0.272,2880037901351036234,0000,0,0000,BBAA,266,69,-1583,74,1.880,287.3684167,-37.9048333,alf CrA,,19 09 28.42,-37 54 17.4,A2V,8870,2.21,160,15.8,,,0.43,38.43,,Y,TYC,WISEA,Simbad
0.057215,J191809.82-532314.4,289.5409327,-53.3873460,0.0489,0.0440,116.1,5.121,4.924,5.110,5.013,5.520,5.184,5.100,0.164,0.082,0.015,0.030,0.037,0.021,0.024,2884053101351024512,0000,0,0100,BAAA,672,53,-234,54,0.912,289.5409167,-53.3873333,HR 7297,,19 18 09.82,-53 23 14.4,F7V,6300,1.8,85,23.1,,,0.11,45.06,,Y,TYC,WISEA,Simbad
0.058601,J192251.22-542526.9,290.7134172,-54.4241552,0.0450,0.0397,105.5,5.059,4.822,4.725,3.261,5.096,5.148,5.008,0.139,0.081,0.015,0.019,0.037,0.082,0.033,2910054601351034699,0000,1,1111,BAAA,-698,51,362,53,0.642,290.7134167,-54.4241389,eta Tel,,19 22 51.22,-54 25 26.9,A0V,9350,1.69,450,1.7,120,23.9,5.62,48.21,,N,TYC,WISEA,Simbad
0.016236,J192258.97-543217.9,290.7457122,-54.5383095,0.0368,0.0356,35.5,5.887,5.810,5.894,3.952,6.200,5.980,5.910,0.114,0.041,0.015,0.025,0.024,0.044,0.029,2910054601351034698,0000,0,1300,BAAA,195,42,-227,40,0.845,290.7457083,-54.5383056,HD 181327,b,19 22 58.97,-54 32 17.9,F6V,6430,1.44,80,21.6,,,32.02,51.81,,Y,TYC,WISEA,Simbad
